qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
Os01g0124401	CC	0005576	extracellular region	5.77495795316	0.653632184707	1
Os01g0124600	MF	0004867	serine-type endopeptidase inhibitor activity	10.4479512367	0.774034181413	1
Os01g0124600	BP	0010951	negative regulation of endopeptidase activity	9.33908335701	0.748429949383	1
Os01g0124600	CC	0005576	extracellular region	5.77611734213	0.653667209017	1
Os01g0124650	MF	0004867	serine-type endopeptidase inhibitor activity	10.4479300612	0.774033705797	1
Os01g0124650	BP	0010951	negative regulation of endopeptidase activity	9.33906442889	0.748429499714	1
Os01g0124650	CC	0005576	extracellular region	5.7761056353	0.653666855379	1
Os01g0124900	MF	0008270	zinc ion binding	4.80952724555	0.623132811279	1
Os01g0124900	BP	0010162	seed dormancy process	0.403773800847	0.396964723455	1
Os01g0124900	CC	0005730	nucleolus	0.176248942586	0.365657883055	1
Os01g0124900	MF	0043531	ADP binding	0.246984637833	0.376860841173	7
Os01g0124900	MF	0008234	cysteine-type peptidase activity	0.171579617264	0.36484499093	8
Os01g0124900	BP	0006952	defense response	0.185130320488	0.367174874566	15
Os01g0124900	BP	0045892	negative regulation of transcription, DNA-templated	0.183989919041	0.36698215493	17
Os01g0124900	BP	0006508	proteolysis	0.0893877658902	0.348111586515	38
Os01g0125000	BP	0006511	ubiquitin-dependent protein catabolic process	7.69663594043	0.707525624058	1
Os01g0125000	MF	0008270	zinc ion binding	4.83545010832	0.623989818271	1
Os01g0125000	CC	0005737	cytoplasm	1.90722253613	0.505224434965	1
Os01g0125000	CC	0005634	nucleus	0.131388471932	0.357331439362	3
Os01g0125000	MF	0016740	transferase activity	2.12887177795	0.516556292919	5
Os01g0125000	BP	0016567	protein ubiquitination	7.19974815877	0.694305670417	6
Os01g0125000	MF	0140096	catalytic activity, acting on a protein	0.788267270378	0.433614973498	12
Os01g0125000	MF	0004615	phosphomannomutase activity	0.115783207803	0.354107104767	14
Os01g0125000	MF	0003677	DNA binding	0.10311680419	0.351326341347	15
Os01g0125000	MF	0016874	ligase activity	0.0300854234032	0.329885158031	22
Os01g0125000	BP	0006013	mannose metabolic process	0.102475959163	0.351181230041	31
Os01g0125000	BP	0006487	protein N-linked glycosylation	0.095741911372	0.349628059686	32
Os01g0125500	BP	0006511	ubiquitin-dependent protein catabolic process	6.77826555179	0.682729686346	1
Os01g0125500	MF	0008270	zinc ion binding	4.28831324859	0.605383687207	1
Os01g0125500	CC	0005737	cytoplasm	1.68702400493	0.493293728891	1
Os01g0125500	MF	0016740	transferase activity	1.88308271572	0.503951369428	5
Os01g0125500	CC	0016021	integral component of membrane	0.00720393480448	0.317023994711	5
Os01g0125500	BP	0016567	protein ubiquitination	6.36850065643	0.671125100231	6
Os01g0125500	MF	0140096	catalytic activity, acting on a protein	0.611639026308	0.418257078411	12
Os01g0125500	MF	0004615	phosphomannomutase activity	0.0624989690224	0.340999700603	14
Os01g0125500	BP	0006013	mannose metabolic process	0.0553158089054	0.338850042632	31
Os01g0125500	BP	0006487	protein N-linked glycosylation	0.0516808168173	0.337708918919	32
Os01g0125600	MF	0046872	metal ion binding	2.59096050648	0.538420610979	1
Os01g0125700	MF	0016740	transferase activity	2.28924095324	0.524391052587	1
Os01g0125900	MF	0061631	ubiquitin conjugating enzyme activity	8.3069238251	0.723191585676	1
Os01g0125900	BP	0016567	protein ubiquitination	4.573740247	0.615229142879	1
Os01g0125900	CC	0005829	cytosol	2.83144915812	0.549026739958	1
Os01g0125900	CC	0016021	integral component of membrane	0.114439978787	0.353819676815	4
Os01g0126100	MF	0005507	copper ion binding	8.43090419294	0.726303000862	1
Os01g0126100	CC	0005789	endoplasmic reticulum membrane	0.601053551932	0.417270138481	1
Os01g0126100	MF	0016491	oxidoreductase activity	2.84145610271	0.549458110533	3
Os01g0126100	CC	0016021	integral component of membrane	0.0173539826929	0.323827851716	15
Os01g0126200	MF	0005507	copper ion binding	8.42953760326	0.726268830052	1
Os01g0126200	MF	0016491	oxidoreductase activity	2.84099552286	0.549438272953	3
Os01g0126600	BP	0031047	gene silencing by RNA	9.53203775491	0.752990456365	1
Os01g0126900	MF	0005507	copper ion binding	8.43088820498	0.726302601108	1
Os01g0126900	CC	0005789	endoplasmic reticulum membrane	0.919321210333	0.44391955987	1
Os01g0126900	BP	0016036	cellular response to phosphate starvation	0.449155601441	0.402011692573	1
Os01g0126900	BP	0010073	meristem maintenance	0.428973521215	0.399800293936	2
Os01g0126900	MF	0016491	oxidoreductase activity	2.84145071431	0.549457878459	3
Os01g0126900	BP	0080167	response to karrikin	0.276947845139	0.381112711619	9
Os01g0126900	CC	0005618	cell wall	0.143414571976	0.359687409082	14
Os01g0126900	CC	0005794	Golgi apparatus	0.118366439426	0.354655223722	15
Os01g0126900	CC	0005829	cytosol	0.113256348953	0.353564999082	16
Os01g0126900	CC	0005739	mitochondrion	0.0761392735201	0.344765538174	19
Os01g0126900	CC	0016021	integral component of membrane	0.0175514203262	0.323936353521	21
Os01g0127000	MF	0005507	copper ion binding	8.43082136107	0.726300929776	1
Os01g0127000	CC	0005789	endoplasmic reticulum membrane	0.782205722201	0.433118357447	1
Os01g0127000	MF	0016491	oxidoreductase activity	2.84142818599	0.549456908181	3
Os01g0127000	CC	0016021	integral component of membrane	0.0368140412076	0.332559502927	15
Os01g0127200	MF	0005507	copper ion binding	8.43083535878	0.726301279769	1
Os01g0127200	CC	0005789	endoplasmic reticulum membrane	0.820743624164	0.43624379749	1
Os01g0127200	MF	0016491	oxidoreductase activity	2.84143290362	0.549457111366	3
Os01g0127200	CC	0016021	integral component of membrane	0.0196059060132	0.325031062459	15
Os01g0127300	BP	0016226	iron-sulfur cluster assembly	8.24424160399	0.721609673079	1
Os01g0127300	CC	0009570	chloroplast stroma	3.70455125094	0.584169501387	1
Os01g0127300	BP	0010027	thylakoid membrane organization	5.28486935782	0.638498010877	5
Os01g0127300	BP	0009793	embryo development ending in seed dormancy	4.69319260513	0.619258050957	7
Os01g0127450	CC	0005634	nucleus	4.11173989854	0.599128220031	1
Os01g0127450	BP	0010023	proanthocyanidin biosynthetic process	0.849208575286	0.438505449669	1
Os01g0127450	MF	0000976	transcription cis-regulatory region binding	0.38555207359	0.394858803173	1
Os01g0127450	BP	0009813	flavonoid biosynthetic process	0.589426672699	0.416176033826	2
Os01g0127450	BP	0006970	response to osmotic stress	0.471827692433	0.404437465943	6
Os01g0127450	MF	0005515	protein binding	0.210597797179	0.371333638516	6
Os01g0127450	MF	0003700	DNA-binding transcription factor activity	0.190371307312	0.36805302587	7
Os01g0127450	MF	0005524	ATP binding	0.121559467374	0.355324530744	10
Os01g0127450	BP	0030154	cell differentiation	0.307863290325	0.385264843849	13
Os01g0127450	BP	0006633	fatty acid biosynthetic process	0.283282433418	0.38198165937	15
Os01g0127450	BP	0006355	regulation of transcription, DNA-templated	0.140712718495	0.359166979653	28
Os01g0127500	MF	0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0.881175031386	0.441000581194	1
Os01g0127500	BP	0006694	steroid biosynthetic process	0.202381105588	0.370020815552	1
Os01g0127500	CC	0016021	integral component of membrane	0.0363267367469	0.332374501692	1
Os01g0127500	MF	0016621	cinnamoyl-CoA reductase activity	0.822942309436	0.436419875598	3
Os01g0127500	MF	0016229	steroid dehydrogenase activity	0.229593492467	0.374273908798	10
Os01g0127900	MF	0004476	mannose-6-phosphate isomerase activity	11.9078733405	0.805753061016	1
Os01g0127900	BP	0009298	GDP-mannose biosynthetic process	11.5586058411	0.798350229709	1
Os01g0127900	CC	0005829	cytosol	1.02220609505	0.451503310556	1
Os01g0127900	CC	0016021	integral component of membrane	0.00724038679396	0.317055135143	4
Os01g0127900	MF	0008270	zinc ion binding	5.17160309166	0.634901627564	5
Os01g0127900	BP	0005975	carbohydrate metabolic process	4.066514628	0.597504526199	7
Os01g0127900	BP	0006057	mannoprotein biosynthetic process	2.43932465889	0.531478260326	14
Os01g0127900	BP	0031506	cell wall glycoprotein biosynthetic process	2.43896932336	0.531461742371	16
Os01g0127900	BP	0006486	protein glycosylation	1.27177663753	0.468446504452	27
Os01g0128000	MF	0043565	sequence-specific DNA binding	6.29806888033	0.669093246544	1
Os01g0128000	CC	0005634	nucleus	4.11336640767	0.599186448767	1
Os01g0128000	BP	0006355	regulation of transcription, DNA-templated	3.49888196566	0.576300936002	1
Os01g0128000	MF	0003700	DNA-binding transcription factor activity	4.73366402881	0.620611424399	2
Os01g0128000	MF	0003824	catalytic activity	0.172200537796	0.364953720436	9
Os01g0128100	BP	0006308	DNA catabolic process	9.9884657568	0.763597835132	1
Os01g0128100	MF	0004519	endonuclease activity	5.83849052548	0.655546304368	1
Os01g0128100	CC	0009507	chloroplast	0.0281104229576	0.329044469015	1
Os01g0128100	CC	0016021	integral component of membrane	0.023626167141	0.327018410044	3
Os01g0128100	MF	0008309	double-stranded DNA exodeoxyribonuclease activity	3.27937276256	0.567643239365	5
Os01g0128100	MF	0046872	metal ion binding	2.58061508905	0.537953534051	7
Os01g0128100	BP	0090305	nucleic acid phosphodiester bond hydrolysis	4.92545952032	0.62694782402	9
Os01g0128100	MF	0003676	nucleic acid binding	2.25582725748	0.522781856885	10
Os01g0128100	MF	0004540	ribonuclease activity	1.56399247418	0.486286662211	18
Os01g0128100	MF	0071949	FAD binding	0.0368467301705	0.332571869081	26
Os01g0128100	BP	0016070	RNA metabolic process	0.787476831347	0.433550322213	28
Os01g0128200	BP	0006308	DNA catabolic process	10.0350291822	0.764666217944	1
Os01g0128200	MF	0004519	endonuclease activity	5.86570793051	0.656363127051	1
Os01g0128200	CC	0005762	mitochondrial large ribosomal subunit	0.0475787577163	0.336371830577	1
Os01g0128200	MF	0046872	metal ion binding	2.59264519268	0.538496583173	4
Os01g0128200	MF	0003676	nucleic acid binding	2.26634329135	0.523289584073	7
Os01g0128200	CC	0016021	integral component of membrane	0.0288495054049	0.32936242641	7
Os01g0128200	BP	0090305	nucleic acid phosphodiester bond hydrolysis	4.94842063092	0.627698065162	9
Os01g0128200	MF	0003735	structural constituent of ribosome	0.0144407174146	0.322148616647	13
Os01g0128200	BP	0032543	mitochondrial translation	0.0446689923997	0.335388078362	28
Os01g0128200	BP	0015074	DNA integration	0.0244956523723	0.327425378298	30
Os01g0128300	CC	0016021	integral component of membrane	0.900472363619	0.442484958762	1
Os01g0128300	BP	0009688	abscisic acid biosynthetic process	0.422190412027	0.399045415068	1
Os01g0128300	CC	0009941	chloroplast envelope	0.258788381775	0.378565051306	4
Os01g0128300	BP	0032928	regulation of superoxide anion generation	0.413953227233	0.398120514064	6
Os01g0128300	BP	0016122	xanthophyll metabolic process	0.388575742502	0.39521164523	10
Os01g0128800	BP	0006869	lipid transport	7.36360542448	0.698714197344	1
Os01g0128800	MF	0008289	lipid binding	6.90072402954	0.686129208037	1
Os01g0128800	CC	0005783	endoplasmic reticulum	1.11876001691	0.458280149065	1
Os01g0128800	CC	0016021	integral component of membrane	0.147294493662	0.360426256842	9
Os01g0129200	BP	0010097	specification of stamen identity	16.5751084328	0.859931267195	1
Os01g0129200	CC	0005634	nucleus	3.4544298229	0.574570120861	1
Os01g0129200	MF	0046872	metal ion binding	1.08711332378	0.456092383196	1
Os01g0129200	BP	0010094	specification of carpel identity	16.0306150533	0.856835608173	2
Os01g0129200	MF	0005515	protein binding	0.416272948322	0.398381904445	4
Os01g0129200	MF	0003700	DNA-binding transcription factor activity	0.376292755349	0.393769608805	6
Os01g0129200	CC	0016021	integral component of membrane	0.143822868331	0.359765627082	7
Os01g0129200	BP	0008285	negative regulation of cell population proliferation	8.47732592167	0.72746210982	32
Os01g0129200	BP	0030154	cell differentiation	3.21010570004	0.564851469106	46
Os01g0129200	BP	0048653	anther development	1.28685229145	0.469414171627	51
Os01g0129200	BP	0009965	leaf morphogenesis	1.27343869512	0.468553467912	52
Os01g0129200	BP	0009909	regulation of flower development	1.13782042599	0.459582902717	54
Os01g0129200	BP	0006355	regulation of transcription, DNA-templated	0.278136328959	0.381276493449	65
Os01g0129500	MF	0016301	kinase activity	4.33871271612	0.607145455814	1
Os01g0129500	BP	0016310	phosphorylation	3.92161316742	0.592240479365	1
Os01g0129500	CC	0016021	integral component of membrane	0.30345039591	0.384685353878	1
Os01g0129600	BP	0010468	regulation of gene expression	3.10039644668	0.560367327403	1
Os01g0129600	MF	0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	0.175231452792	0.365481672636	1
Os01g0129600	CC	0016021	integral component of membrane	0.0449346614989	0.335479201838	1
Os01g0129600	MF	0005515	protein binding	0.0761763323175	0.344775287414	5
Os01g0129600	BP	0071456	cellular response to hypoxia	0.218910558664	0.37263599977	6
Os01g0129600	BP	1903506	regulation of nucleic acid-templated transcription	0.10629355084	0.3520391084	14
Os01g0129600	BP	2000112	regulation of cellular macromolecule biosynthetic process	0.103820858115	0.351485246654	18
Os01g0130000	MF	0008324	cation transmembrane transporter activity	4.83069053254	0.623832639705	1
Os01g0130000	BP	0098655	cation transmembrane transport	4.46844881323	0.611634007675	1
Os01g0130000	CC	0005774	vacuolar membrane	2.89113701762	0.551588552566	1
Os01g0130000	CC	0016021	integral component of membrane	0.900528908713	0.442489284792	5
Os01g0130400	MF	0030246	carbohydrate binding	7.43502244748	0.700620289529	1
Os01g0130400	BP	0005975	carbohydrate metabolic process	4.0664206109	0.597501141385	1
Os01g0130400	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	6.30275615414	0.669228819311	2
Os01g0131600	BP	0009873	ethylene-activated signaling pathway	9.97924986354	0.763386084423	1
Os01g0131600	MF	0003700	DNA-binding transcription factor activity	4.7239891176	0.62028842109	1
Os01g0131600	CC	0005634	nucleus	4.10495929333	0.598885351402	1
Os01g0131600	MF	0003677	DNA binding	3.22166988802	0.565319636858	3
Os01g0131600	BP	0006355	regulation of transcription, DNA-templated	3.4917307669	0.576023237906	15
Os01g0131800	CC	0005787	signal peptidase complex	12.3583352247	0.815142235592	1
Os01g0131800	BP	0006465	signal peptide processing	9.31795074248	0.747927625743	1
Os01g0131800	MF	0008233	peptidase activity	4.39845851297	0.609220732902	1
Os01g0131800	BP	0045047	protein targeting to ER	8.45242809348	0.726840829098	2
Os01g0131800	CC	0016021	integral component of membrane	0.866392834298	0.439852487144	20
Os01g0131800	CC	0009506	plasmodesma	0.185941093845	0.367311528644	23
Os01g0131800	CC	0005618	cell wall	0.130146830375	0.357082161378	27
Os01g0131900	MF	0004867	serine-type endopeptidase inhibitor activity	10.449898471	0.774077915393	1
Os01g0131900	BP	0010951	negative regulation of endopeptidase activity	9.34082392626	0.748471297484	1
Os01g0131900	CC	0005576	extracellular region	5.77719386451	0.653699726838	1
Os01g0132000	MF	0004867	serine-type endopeptidase inhibitor activity	10.4500775555	0.774081937345	1
Os01g0132000	BP	0010951	negative regulation of endopeptidase activity	9.34098400409	0.74847510002	1
Os01g0132000	CC	0005576	extracellular region	5.77729287083	0.653702717307	1
Os01g0132100	CC	0005886	plasma membrane	2.63302767013	0.540310330186	1
Os01g0132100	CC	0016021	integral component of membrane	0.900064351573	0.442453739429	3
Os01g0132700	CC	0016592	mediator complex	10.2767773231	0.770173637678	1
Os01g0132700	MF	0003712	transcription coregulator activity	9.45591672049	0.751196887396	1
Os01g0132700	BP	0006357	regulation of transcription by RNA polymerase II	7.09708040939	0.691517825539	1
Os01g0132700	MF	0005515	protein binding	0.10236803991	0.351156748489	3
Os01g0132766	BP	0010090	trichome morphogenesis	15.0076623784	0.850874074202	1
Os01g0132800	MF	0004045	aminoacyl-tRNA hydrolase activity	11.0316678961	0.786966622855	1
Os01g0132800	CC	0009570	chloroplast stroma	0.624411061358	0.419436582584	1
Os01g0132800	BP	0008380	RNA splicing	0.437959765536	0.400791223612	1
Os01g0132800	BP	0006397	mRNA processing	0.397078074387	0.396196518652	2
Os01g0133400	BP	0008643	carbohydrate transport	6.55629742878	0.676488489524	1
Os01g0133400	MF	0022857	transmembrane transporter activity	3.38400094087	0.571804899237	1
Os01g0133400	CC	0016021	integral component of membrane	0.900536873298	0.442489894119	1
Os01g0133400	BP	0055085	transmembrane transport	2.77644006737	0.546641722318	3
Os01g0133400	CC	0009941	chloroplast envelope	0.776203442704	0.432624697501	3
Os01g0133400	BP	0006817	phosphate ion transport	2.22720474506	0.521393900994	7
Os01g0133400	CC	0009528	plastid inner membrane	0.201501908492	0.369878775662	13
Os01g0133400	BP	0006812	cation transport	0.52884644357	0.410292095934	16
Os01g0133500	CC	0009536	plastid	2.90040059966	0.551983767884	1
Os01g0133500	MF	0016787	hydrolase activity	2.48459451876	0.533572902771	1
Os01g0133500	CC	0005634	nucleus	0.393359664791	0.395767104638	8
Os01g0133500	CC	0016021	integral component of membrane	0.086112160549	0.34730875644	9
Os01g0133600	MF	0016757	glycosyltransferase activity	5.54504856721	0.64661589718	1
Os01g0133600	CC	0016021	integral component of membrane	0.899766968292	0.442430980477	1
Os01g0133700	MF	0016757	glycosyltransferase activity	5.54851944642	0.646722890213	1
Os01g0133700	CC	0016020	membrane	0.719432420583	0.42785771393	1
Os01g0134500	MF	1990465	aldehyde oxygenase (deformylating) activity	9.82741143266	0.759883159103	1
Os01g0134500	BP	0008610	lipid biosynthetic process	5.32055859423	0.639623199651	1
Os01g0134500	CC	0005789	endoplasmic reticulum membrane	5.24197129318	0.637140506637	1
Os01g0134500	MF	0009924	octadecanal decarbonylase activity	9.82741143266	0.759883159103	2
Os01g0134500	MF	0005506	iron ion binding	6.40708656693	0.672233484698	4
Os01g0134500	BP	0016125	sterol metabolic process	2.19897356116	0.520016157194	4
Os01g0134500	MF	0070704	sterol desaturase activity	4.24131692692	0.603731527473	6
Os01g0134500	BP	1901617	organic hydroxy compound biosynthetic process	1.68730136735	0.493309231534	9
Os01g0134500	MF	0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	2.67697033557	0.542268248433	11
Os01g0134500	CC	0016021	integral component of membrane	0.900536202794	0.442489842822	13
Os01g0134500	BP	1901362	organic cyclic compound biosynthetic process	0.655618766881	0.422268859342	13
Os01g0134700	MF	0005516	calmodulin binding	10.431094058	0.773655406483	1
Os01g0134700	BP	0080142	regulation of salicylic acid biosynthetic process	4.79890704355	0.622781041805	1
Os01g0134700	CC	0005634	nucleus	1.13737512198	0.459552591814	1
Os01g0134700	MF	0043565	sequence-specific DNA binding	1.74146092301	0.496312343804	3
Os01g0134700	MF	0003700	DNA-binding transcription factor activity	1.30889183422	0.470818689185	4
Os01g0134700	BP	1900426	positive regulation of defense response to bacterium	1.26731561919	0.468159064882	5
Os01g0134700	BP	0010112	regulation of systemic acquired resistance	1.22921363977	0.465683105747	6
Os01g0134700	BP	0010224	response to UV-B	1.17034017977	0.461780644332	8
Os01g0134700	BP	0002229	defense response to oomycetes	1.16661070145	0.46153016318	9
Os01g0134700	BP	0071219	cellular response to molecule of bacterial origin	1.04192403441	0.452912435695	11
Os01g0134700	BP	0006355	regulation of transcription, DNA-templated	0.967465795181	0.447518486403	15
Os01g0134700	BP	0042742	defense response to bacterium	0.795707120326	0.434221909522	34
Os01g0134800	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	5.135203056	0.633737522842	1
Os01g0134800	BP	0005975	carbohydrate metabolic process	3.31313714784	0.568993403272	1
Os01g0134800	CC	0016021	integral component of membrane	0.0083741312957	0.317987292616	1
Os01g0134900	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	5.84326807623	0.655689821194	1
Os01g0134900	BP	0005975	carbohydrate metabolic process	3.76996748075	0.586626187495	1
Os01g0134900	CC	0016021	integral component of membrane	0.0192633526475	0.324852668171	1
Os01g0134900	BP	0016998	cell wall macromolecule catabolic process	0.478646387575	0.405155566969	10
Os01g0135700	MF	0005509	calcium ion binding	7.22359917703	0.694950471356	1
Os01g0135700	BP	0080164	regulation of nitric oxide metabolic process	0.111002988097	0.353076445076	1
Os01g0135700	CC	0016021	integral component of membrane	0.00595983199998	0.315909432477	1
Os01g0135700	BP	0009909	regulation of flower development	0.105127410117	0.351778714857	2
Os01g0135800	MF	0043621	protein self-association	8.54160119604	0.729061779241	1
Os01g0135800	BP	0042542	response to hydrogen peroxide	8.093431754	0.717778861002	1
Os01g0135800	CC	0005737	cytoplasm	1.22291441103	0.465270088884	1
Os01g0135800	BP	0009651	response to salt stress	7.75404293363	0.709025113407	2
Os01g0135800	MF	0051082	unfolded protein binding	4.74468672031	0.620979022244	2
Os01g0135800	BP	0009408	response to heat	6.00953169549	0.660648306805	4
Os01g0135800	BP	0051259	protein complex oligomerization	5.13098449446	0.63360234316	8
Os01g0135800	BP	0006457	protein folding	4.02014015258	0.595830169585	12
Os01g0135900	MF	0043621	protein self-association	10.649778472	0.778545655796	1
Os01g0135900	BP	0042542	response to hydrogen peroxide	10.0909950348	0.765947061734	1
Os01g0135900	CC	0005737	cytoplasm	1.57497661984	0.486923201254	1
Os01g0135900	BP	0009651	response to salt stress	9.66784067885	0.756172559239	2
Os01g0135900	MF	0051082	unfolded protein binding	5.91573656165	0.657859610599	2
Os01g0135900	BP	0009408	response to heat	6.75958547067	0.682208424888	5
Os01g0135900	BP	0051259	protein complex oligomerization	6.3973776058	0.671954908692	7
Os01g0135900	BP	0006457	protein folding	5.01236256163	0.629778206562	12
Os01g0136000	MF	0043621	protein self-association	11.6644930876	0.800606215272	1
Os01g0136000	BP	0042542	response to hydrogen peroxide	11.0524685692	0.787421075718	1
Os01g0136000	CC	0005737	cytoplasm	1.27160950249	0.468435744434	1
Os01g0136000	BP	0009651	response to salt stress	10.5889959183	0.777191507336	2
Os01g0136000	MF	0051082	unfolded protein binding	6.47939000917	0.67430145933	2
Os01g0136000	BP	0009408	response to heat	7.40364113723	0.699783867352	5
Os01g0136000	BP	0051259	protein complex oligomerization	7.00692198038	0.689052984104	7
Os01g0136000	BP	0006457	protein folding	5.48994221864	0.644912685527	12
Os01g0136100	MF	0043621	protein self-association	11.2308501453	0.791300927708	1
Os01g0136100	BP	0042542	response to hydrogen peroxide	10.6415784469	0.77836319686	1
Os01g0136100	CC	0005737	cytoplasm	1.3530799056	0.47359949015	1
Os01g0136100	BP	0009651	response to salt stress	10.1953360042	0.768325578231	2
Os01g0136100	MF	0051082	unfolded protein binding	6.23851012463	0.667366180527	2
Os01g0136100	BP	0009408	response to heat	7.12840099583	0.692370431334	5
Os01g0136100	BP	0051259	protein complex oligomerization	6.74643039781	0.681840904616	7
Os01g0136100	BP	0006457	protein folding	5.28584636303	0.6385288638	12
Os01g0136200	MF	0043621	protein self-association	9.9688583145	0.76314720372	1
Os01g0136200	BP	0042542	response to hydrogen peroxide	9.44580209049	0.75095802324	1
Os01g0136200	CC	0005737	cytoplasm	1.43294926485	0.478512907083	1
Os01g0136200	BP	0009651	response to salt stress	9.04970316405	0.741501160479	2
Os01g0136200	MF	0051082	unfolded protein binding	5.53749918498	0.646383064867	2
Os01g0136200	BP	0009408	response to heat	6.32739450862	0.669940621401	5
Os01g0136200	BP	0051259	protein complex oligomerization	5.9883453073	0.660020311335	7
Os01g0136200	BP	0006457	protein folding	4.69188465554	0.619214215685	12
Os01g0136400	MF	0030247	polysaccharide binding	7.09622484846	0.691494509177	1
Os01g0136400	BP	0006468	protein phosphorylation	4.93328000754	0.62720354995	1
Os01g0136400	CC	0016021	integral component of membrane	0.724656560786	0.428304058418	1
Os01g0136400	MF	0004672	protein kinase activity	5.01268636612	0.629788706609	2
Os01g0136400	CC	0005886	plasma membrane	0.0146155578078	0.322253928047	5
Os01g0136400	MF	0005524	ATP binding	2.81762089625	0.548429386945	8
Os01g0136400	BP	0007166	cell surface receptor signaling pathway	0.0420407224317	0.334471567521	19
Os01g0136700	MF	0030247	polysaccharide binding	9.95268707954	0.762775211953	1
Os01g0136700	BP	0006468	protein phosphorylation	5.19963441802	0.635795304135	1
Os01g0136700	CC	0016021	integral component of membrane	0.70821244799	0.42689358154	1
Os01g0136700	MF	0004672	protein kinase activity	5.28332803249	0.638449331448	3
Os01g0136700	MF	0005524	ATP binding	2.96974803106	0.554922534015	8
Os01g0136800	MF	0030247	polysaccharide binding	8.45882225439	0.72700047116	1
Os01g0136800	BP	0006468	protein phosphorylation	5.01707055341	0.629930839805	1
Os01g0136800	CC	0016021	integral component of membrane	0.697158795873	0.425936243672	1
Os01g0136800	MF	0004672	protein kinase activity	5.09782560943	0.63253785815	3
Os01g0136800	CC	0016602	CCAAT-binding factor complex	0.0617200719162	0.340772797854	4
Os01g0136800	CC	0005886	plasma membrane	0.0609226640039	0.340539014525	5
Os01g0136800	MF	0005524	ATP binding	2.8654774932	0.550490513666	8
Os01g0136800	BP	0007166	cell surface receptor signaling pathway	0.175240168105	0.365483184136	19
Os01g0136800	MF	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.0524867951112	0.337965315282	27
Os01g0136800	BP	0006357	regulation of transcription by RNA polymerase II	0.034625534456	0.331718725506	28
Os01g0136800	BP	0018212	peptidyl-tyrosine modification	0.0313611563692	0.330413586179	30
Os01g0136800	MF	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.0398854200742	0.333698377659	33
Os01g0136900	MF	0030247	polysaccharide binding	10.5684107053	0.776732017597	1
Os01g0136900	BP	0006468	protein phosphorylation	5.28940779823	0.638641306499	1
Os01g0136900	CC	0016021	integral component of membrane	0.640550141183	0.420909914588	1
Os01g0136900	MF	0004672	protein kinase activity	5.3745464102	0.641318147087	3
Os01g0136900	MF	0005524	ATP binding	3.02102169719	0.557073376731	9
Os01g0137250	MF	0030247	polysaccharide binding	7.73983728821	0.708654575591	1
Os01g0137250	BP	0006468	protein phosphorylation	5.28967449372	0.638649725166	1
Os01g0137250	CC	0016021	integral component of membrane	0.498878124891	0.40725665489	1
Os01g0137250	MF	0004672	protein kinase activity	5.37481739844	0.641326633236	3
Os01g0137250	MF	0005524	ATP binding	3.02117401913	0.557079739069	9
Os01g0137282	MF	0030247	polysaccharide binding	10.2203400581	0.768893750775	1
Os01g0137282	BP	0006468	protein phosphorylation	5.1499074864	0.634208278397	1
Os01g0137282	CC	0016021	integral component of membrane	0.681467313159	0.424564100639	1
Os01g0137282	MF	0004672	protein kinase activity	5.23280069333	0.636849584268	3
Os01g0137282	MF	0005524	ATP binding	2.94134671563	0.553723152457	8
Os01g0137400	MF	0030247	polysaccharide binding	6.00874399583	0.660624978069	1
Os01g0137400	BP	0006468	protein phosphorylation	5.03118742641	0.630388080467	1
Os01g0137400	CC	0016021	integral component of membrane	0.612932625915	0.418377100022	1
Os01g0137400	MF	0004672	protein kinase activity	5.11216970842	0.632998764008	2
Os01g0137400	MF	0005524	ATP binding	2.87354028231	0.55083606951	8
Os01g0137500	MF	0030247	polysaccharide binding	5.73966557191	0.652564339706	1
Os01g0137500	BP	0006468	protein phosphorylation	4.95695846321	0.62797658987	1
Os01g0137500	CC	0016021	integral component of membrane	0.584186346118	0.415679385936	1
Os01g0137500	MF	0004672	protein kinase activity	5.03674595157	0.630567943141	2
Os01g0137500	MF	0005524	ATP binding	2.83114474071	0.549013605463	9
Os01g0137500	BP	0018212	peptidyl-tyrosine modification	0.0207613235647	0.325621563402	20
Os01g0137700	MF	0030247	polysaccharide binding	10.2027962768	0.768495172481	1
Os01g0137700	BP	0006468	protein phosphorylation	5.19346780298	0.635598911193	1
Os01g0137700	CC	0016021	integral component of membrane	0.703716544276	0.426505106837	1
Os01g0137700	MF	0004672	protein kinase activity	5.27706215927	0.63825136424	3
Os01g0137700	MF	0005524	ATP binding	2.96622599636	0.554774111675	8
Os01g0137950	MF	0004672	protein kinase activity	5.16995516223	0.634849014058	1
Os01g0137950	BP	0006468	protein phosphorylation	5.08805749629	0.632223617036	1
